,song_title,artists,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
4428,Get Stupid,Aston Merrygold ,3oEahTLa8DOXmE1N1WRYzt,0.808,0.954,0,-1.576,1,0.0448,0.044,0.00025,0.202,0.91,120.027
4429,no tears left to cry,Ariana Grande,5SxkdsY1ufZzoq9iXceLw9,0.703,0.696,0,-5.482,1,0.0529,0.0375,5.65e-06,0.274,0.366,121.969
4430,That's My Girl,Fifth Harmony,2ACOWPLUe4A4KuQ5ioD2od,0.596,0.851,5,-4.245,0,0.121,0.0358,3.19e-05,0.365,0.612,202.049
4431,Run,RONDÉ,7LD5gbIqXzYBH6PGVr4lqk,0.279,0.492,1,-9.255,0,0.0722,0.0259,0.0,0.0538,0.138,181.374
4432,Work,Rihanna,14WWzenpaEgQZlqPq2nk4v,0.725,0.534,11,-6.238,1,0.0946,0.0752,0.0,0.0919,0.558,91.974
4433,Rain,The Script,2QWP8NYYplOqEFBYGCcq0S,0.689,0.586,6,-7.61,1,0.107,0.241,0.0,0.356,0.611,93.02
4434,Hungry,Dotan,5Va4EmNp4g8lniR5MiR4oT,0.416,0.398,10,-10.981,1,0.0471,0.657,1.25e-06,0.121,0.264,69.387
4435,Father & Friend,Alain Clark,0FaioBWYAEsxcr4lsUylqX,0.658,0.611,10,-8.906,1,0.0271,0.52,0.0,0.0631,0.632,97.907
4436,More Than You Know,Axwell /\ Ingrosso,3PEgB3fkiojxms35ntsTgs,0.644,0.743,5,-5.002,0,0.0355,0.034,0.0,0.257,0.544,123.074
4437,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Calvin Harris,5bcTCxgc7xVfSaMV3RuVke,0.893,0.745,11,-3.105,0,0.0571,0.0642,0.0,0.0943,0.872,101.018
4438,Best Song Ever,One Direction,5T7ZFtCcOgkpjxcuaeZbw0,0.652,0.877,1,-2.986,1,0.0465,0.0227,0.0,0.0789,0.486,118.491
4439,Kiss You,One Direction,0AkQbXGN4KG34TS7xLrM68,0.63,0.934,4,-2.559,1,0.0589,0.0186,0.0,0.324,0.905,89.992
4440,SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox),Enrique Iglesias,7nKBxz47S9SD79N086fuhn,0.684,0.823,9,-3.297,0,0.0773,0.0744,0.0,0.111,0.647,91.048
4441,Levels,Nick Jonas,6pf9datdAtxQj4EU8UYHSx,0.432,0.656,5,-4.669,0,0.428,0.0488,0.0,0.256,0.66,199.246
4442,Drag Me Down,One Direction,2K87XMYnUMqLcX3zvtAF4G,0.73,0.703,0,-5.672,0,0.0369,0.109,0.0,0.0657,0.595,138.113
4443,Shout Out to My Ex,Little Mix,0ErK6K0kYr0Ow2RkPMhmMs,0.773,0.747,5,-4.061,1,0.0885,0.0242,8.99e-06,0.109,0.801,126.014
4444,Me And My Broken Heart,Rixton,1oew3nFNY3vMacJAsvry0S,0.545,0.783,5,-4.261,0,0.0345,0.00489,0.0,0.132,0.551,174.084
4445,Blank Space,Taylor Swift,1u8c2t2Cy7UBoG4ArRcF5g,0.76,0.703,5,-5.412,1,0.054,0.103,0.0,0.0913,0.57,95.997
4446,"Flashlight - From ""Pitch Perfect 2"" Soundtrack",Jessie J,4rkUEE5iTzG0szS8k8QzqR,0.383,0.616,5,-7.118,1,0.0515,0.314,7.21e-06,0.11,0.48,147.625
4447,No More Sad Songs (feat. Machine Gun Kelly),Little Mix,0U372D2pbraSnrTFxSYlNj,0.709,0.778,7,-3.533,0,0.046,0.0782,8.3e-06,0.306,0.7,102.022
4448,Gorilla,Bruno Mars,2ih2U8ttFzCjnQ5njF3SrR,0.717,0.544,7,-6.598,1,0.0371,0.445,5.16e-06,0.0973,0.641,139.959
4449,Candyman,Christina Aguilera,5lUTzPuiloBHm1qEaJcJfF,0.686,0.789,8,-4.713,0,0.23,0.0125,0.0147,0.142,0.72,172.976
4450,Middle Of The Night,The Vamps,74vs7PD7iG2GnWUGnb8Yuq,0.588,0.749,11,-4.323,0,0.058,0.0037,0.0,0.0813,0.397,130.093
4451,Wolves,Selena Gomez,0tBbt8CrmxbjRP0pueQkyU,0.724,0.804,11,-4.614,0,0.0448,0.124,0.0,0.204,0.306,124.987
4452,Personal,HRVY,33KJ2xFYONOlIYDBg6wPx8,0.755,0.536,8,-5.605,1,0.12,0.114,0.0,0.0282,0.882,138.969
4453,Lush Life,Zara Larsson,1rIKgCH4H52lrvDcz50hS8,0.694,0.712,7,-3.923,0,0.046,0.132,0.0,0.211,0.799,98.023
4454,Hot N Cold,Katy Perry,0iGckQFyv6svOfAbAY9aWJ,0.706,0.841,7,-3.956,1,0.0418,7.95e-05,0.0,0.0688,0.861,132.032
4455,Paparazzi,Lady Gaga,02XnQdf7sipaKBBHixz3Zp,0.762,0.692,5,-3.973,0,0.0438,0.113,0.0,0.094,0.397,114.906
4456,You Belong With Me,Taylor Swift,4kgTdThcDHfuDS2kKxB7Lc,0.687,0.771,6,-4.424,1,0.0384,0.164,2.46e-05,0.112,0.445,129.964
4457,One Time,Justin Bieber,6eDApnV9Jdb1nYahOlbbUh,0.691,0.853,1,-2.528,0,0.0372,0.0631,7.13e-05,0.082,0.762,145.999
4458,Secrets,OneRepublic,1NhPKVLsHhFUHIOZ32QnS2,0.516,0.764,2,-6.223,1,0.0366,0.0717,0.0,0.115,0.376,148.021
4459,Firework,Katy Perry,4lCv7b86sLynZbXhfScfm2,0.638,0.826,8,-4.968,1,0.0479,0.139,0.0,0.0803,0.649,124.072
4460,Single Ladies (Put a Ring on It),Beyoncé,5R9a4t5t5O0IsznsrKPVro,0.426,0.584,1,-5.293,1,0.296,0.0383,0.0,0.188,0.272,193.437
4461,Hey Ya! - Radio Mix / Club Mix,Outkast,5WQ1hIc5d2EVbRQ8qsj8Uh,0.719,0.967,0,-2.435,1,0.0552,0.0588,0.000249,0.206,0.964,79.505
4462,Viva La Vida,Coldplay,1mea3bSkSGXuIRvnydlB5b,0.486,0.617,5,-7.115,0,0.0287,0.0954,3.23e-06,0.109,0.417,138.015
4463,Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,Daft Punk,2Foc5Q5nqNiosCNqttzHof,0.794,0.811,6,-8.966,0,0.038,0.0426,1.07e-06,0.101,0.862,116.047
4464,I'm Not The Only One,Sam Smith,2hYlWnPvVZtQZGWfb35HPQ,0.679,0.487,5,-5.811,1,0.0352,0.545,3.36e-05,0.0772,0.506,81.994
4465,New Light,John Mayer,3bH4HzoZZFq8UpZmI2AMgV,0.828,0.689,7,-7.878,1,0.0326,0.325,0.0384,0.0808,0.853,123.931
4466,Kings & Queens,Ava Max,7a53HqqArd4b9NF4XAmlbI,0.637,0.69,1,-4.057,0,0.0405,0.00786,0.0,0.124,0.457,129.857
4467,Party Rock Anthem,LMFAO,7mitXLIMCflkhZiD34uEQI,0.751,0.736,5,-4.168,0,0.156,0.0206,0.0,0.265,0.352,130.014
4468,Who's Laughing Now,Ava Max,1Pmp486RrLRkaEkE3HFHXP,0.648,0.641,7,-5.521,1,0.0389,0.00565,3.63e-06,0.109,0.505,184.021
4469,Side To Side,Ariana Grande,44ONERBHALxftQNWq6dmyd,0.65,0.736,6,-5.84,0,0.229,0.0513,0.0,0.235,0.612,159.174
4470,Just A Dream,Nelly,3ZdJffjzJWFimSQyxgGIxN,0.531,0.752,1,-6.161,1,0.0305,0.0421,0.0,0.12,0.103,89.917
4471,Renegades,X Ambassadors,0fYVliAYKHuPmECRs1pbRf,0.526,0.862,2,-6.003,1,0.0905,0.0144,0.0597,0.229,0.528,90.052
4472,One Last Time,Ariana Grande,7xoUc6faLbCqZO6fQEYprd,0.628,0.593,8,-5.036,1,0.0323,0.093,1.65e-06,0.096,0.104,125.026
4473,Papaoutai,Stromae,34dx8DACTJsc3rsJdaEIQw,0.734,0.809,10,-7.264,0,0.0839,0.0266,0.0,0.0642,0.254,116.024
4474,Wake Me Up Before You Go-Go,Wham!,6ZEAXknmx2mrO3KgcDNpFI,0.586,0.651,0,-10.16,1,0.048,0.144,0.0,0.489,0.901,81.397
4475,Perfect,One Direction,3NLnwwAQbbFKcEcV8hDItk,0.647,0.823,2,-5.231,1,0.0762,0.0598,0.0,0.119,0.396,99.933
4476,Beauty And A Beat,Justin Bieber,6QFCMUUq1T2Vf5sFUXcuQ7,0.601,0.843,0,-4.87,1,0.0593,0.000704,5.27e-05,0.0681,0.534,128.002
4477,Wildest Dreams,Taylor Swift,3fVnlF4pGqWI9flVENcT28,0.553,0.664,8,-7.417,1,0.0741,0.0709,0.0056,0.106,0.467,140.06
4478,Shut Up and Dance,WALK THE MOON,4kbj5MwxO1bq9wjT5g9HaA,0.578,0.866,1,-3.804,1,0.0619,0.00701,0.0,0.257,0.619,128.038
4479,I Lived,OneRepublic,3IQF4xCQUPicbA4hWfTxPo,0.593,0.851,9,-5.456,1,0.0446,0.0683,0.0,0.271,0.344,119.987
4480,This Ain't a Love Song,Scouting For Girls,4urgbN6tlGse0nFnEqOcZW,0.461,0.915,0,-3.581,1,0.0456,0.000413,0.0,0.415,0.526,176.701
4481,Heroes (we could be),Alesso,3zU9rdflI65tK4dkkNSp77,0.503,0.748,5,-4.124,1,0.0619,0.0305,0.0,0.343,0.356,125.896
4482,Lay All Your Love On Me,ABBA,4euAGZTszWPrriggYK0HG9,0.678,0.727,2,-7.844,0,0.0258,0.117,0.00396,0.354,0.71,133.481
4483,She Will Be Loved,Maroon 5,7sapKrjDij2fpDVj0GxP66,0.706,0.713,0,-5.512,0,0.0301,0.0596,0.0,0.132,0.544,102.037
4484,WITHOUT YOU,The Kid LAROI,27OeeYzk6klgBh83TSvGMA,0.662,0.413,0,-7.357,1,0.0299,0.213,0.0,0.134,0.467,93.005
4485,Paradise (feat. Dermot Kennedy),MEDUZA,6ft4hAq6yde8jPZY2i5zLr,0.632,0.595,8,-7.644,0,0.0401,0.0689,0.0,0.209,0.435,124.114
4486,34+35,Ariana Grande,6Im9k8u9iIzKMrmV7BWtlF,0.83,0.585,0,-6.476,1,0.094,0.237,0.0,0.248,0.485,109.978
4487,Prisoner (feat. Dua Lipa),Miley Cyrus,2Oycxb8QbPkpHTo8ZrmG0B,0.781,0.67,3,-3.912,0,0.0452,0.0103,0.0,0.0761,0.595,127.99
4488,Smile,Avril Lavigne,4bia7OWZPoswlzXCqESYrR,0.634,0.848,1,-3.843,0,0.047,0.00237,0.0,0.0681,0.647,105.055
4489,Love Not War (The Tampa Beat),Jason Derulo,4Lt6GXGzYsa1tgkv3nGSTm,0.738,0.85,8,-3.049,1,0.0642,0.105,0.0,0.23,0.865,98.013
4490,Levitating,Dua Lipa,39LLxExYz6ewLAcYrzQQyP,0.695,0.884,6,-2.278,0,0.0753,0.0561,0.0,0.213,0.914,103.014
4491,Midnight Sky,Miley Cyrus,4i2qxFEVVUi8yOYoxB8TCX,0.699,0.805,4,-5.535,0,0.0345,0.00161,0.00177,0.249,0.232,109.976
4492,The Way,Ariana Grande,06EL94D0TA27Ik0Ke5usbj,0.645,0.877,5,-3.208,0,0.113,0.294,0.0,0.0759,0.861,82.324
4493,Daylight,Maroon 5,1NNAI51EuoRWw1ydX1zV7S,0.656,0.674,7,-5.473,1,0.0269,0.00242,0.0,0.255,0.369,120.001
4494,Focus,Ariana Grande,4r4V1wYecTxSAAXV11cFPD,0.672,0.876,6,-6.036,1,0.244,0.266,0.0,0.444,0.79,100.018
4495,It Girl,Jason Derulo,4fINc8dnfcz7AdhFYVA4i7,0.668,0.718,1,-4.736,0,0.0605,0.0165,0.0,0.104,0.345,91.993
4496,Love You Like A Love Song,Selena Gomez & The Scene,0laYHRpNTS6i8FXdupHkJ4,0.858,0.678,1,-3.87,0,0.0469,0.0761,0.0,0.0741,0.922,117.009
4497,I Want It All,Lucas & Steve,3oSCJeOl0XjcpNcigO9vj7,0.612,0.726,1,-5.934,1,0.036,0.0374,2e-06,0.105,0.478,119.964
4498,Eenie Meenie,Sean Kingston,4vVTI94F9uJ8lHNDWKv0i2,0.72,0.607,1,-4.168,1,0.0322,0.0543,0.0,0.113,0.828,121.223
4499,willow,Taylor Swift,3Uo7WG0vmLQ07WB4BDwy7D,0.392,0.579,7,-9.195,1,0.164,0.835,0.00179,0.145,0.549,80.961
4500,drivers license,Olivia Rodrigo,7lPN2DXiMsVn7XUKtOW1CS,0.585,0.436,10,-8.761,1,0.0601,0.721,1.31e-05,0.105,0.132,143.874
4501,Baby,Madison Beer,7LjEQ8GsQiUNVakV6TZI0e,0.705,0.707,0,-5.174,1,0.0534,0.0799,0.0,0.149,0.452,117.974
4502,My Silver Lining,First Aid Kit,6tCLQ3LO1V9l6qdrrwdV6q,0.479,0.725,2,-4.671,1,0.0335,0.026,0.000129,0.209,0.43,101.938
4503,All We Got (feat. KIDDO),Robin Schulz,1FP9s72rDYty6mfoOEYKnE,0.504,0.76,4,-4.246,1,0.0426,0.286,0.0,0.151,0.64,183.933
4504,Unwritten,Natasha Bedingfield,4yMoRDq0mtu2QfTiAsOaP5,0.752,0.794,7,-5.74,0,0.0589,0.00408,0.0,0.0513,0.758,99.966
4505,The Way You Take Time,Joe Buck,2kFwiAtvJ9VT1c8PAoBkJj,0.637,0.608,7,-7.665,1,0.0331,0.18,0.0,0.223,0.391,103.05
4506,Golden,Harry Styles,45S5WTQEGOB1VHr1Q4FuPl,0.448,0.838,4,-5.257,0,0.0557,0.21,0.000131,0.131,0.254,139.863
4507,No Lie,Sean Paul,48QmG1dfvMuYLxMPt7KSRA,0.742,0.882,7,-2.862,1,0.117,0.0466,0.0,0.206,0.463,102.04
4508,Often,The Weeknd,4PhsKqMdgMEUSstTDAmMpg,0.572,0.631,7,-9.836,0,0.0476,0.222,0.0,0.135,0.0713,134.078
4509,Flashdance...What a Feeling - Radio Edit,Irene Cara,3cbV252akVZInSvJk7jAYX,0.572,0.654,7,-7.027,0,0.0344,0.0058,3.21e-06,0.09,0.399,122.491
4510,Get Out My Head,Shane Codd,055Mme9ReKK99jRFA5UJ55,0.693,0.913,0,-3.035,1,0.0298,0.0542,6.87e-05,0.231,0.795,123.989
4511,Don't Be so Hard on Yourself,Jess Glynne,1KtVVUM6OkpyOsbVfbMybX,0.571,0.815,6,-3.267,1,0.0321,0.0608,0.0,0.163,0.664,120.008
4512,Hallucinate,Dua Lipa,2MUKw7zEirXqdZZ3xC4hOf,0.627,0.69,10,-5.396,0,0.139,0.033,0.0,0.0742,0.627,122.053
4513,Rehab,Amy Winehouse,1L5tZi0izXsi5Kk5OJf4W0,0.434,0.872,0,-2.974,1,0.0702,0.0473,1.83e-06,0.396,0.732,71.515
4514,Life is a Highway,Rascal Flatts,02SjT88MukDOa9KuuRuODY,0.561,0.936,5,-5.409,1,0.0613,0.00185,0.0,0.102,0.594,103.055
4515,Last First Kiss,One Direction,4RpsltwxERLiq6AXU39Dhx,0.531,0.811,4,-2.556,1,0.0426,0.0563,0.0,0.272,0.484,82.14
4516,Twist And Shout - Remastered 2009,The Beatles,5ZBeML7Lf3FMEVviTyvi8l,0.482,0.849,2,-9.198,1,0.0452,0.641,7.74e-06,0.0414,0.937,124.631
4517,Why Tell Me Why,Anita Meyer,06c2L1gFGjdtqIDZ9lleH5,0.649,0.77,1,-5.779,0,0.0591,0.234,0.0,0.587,0.382,112.344
4518,You Are Not Alone,Krezip,0LLc1wJdpQMpgMKCF8y2TF,0.309,0.296,8,-9.237,1,0.0343,0.766,0.0,0.113,0.308,185.561
4519,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,Riton,4cG7HUWYHBV6R6tHn1gxrl,0.824,0.862,2,-3.424,1,0.126,0.0076,0.000132,0.303,0.801,122.98
4520,Remember That Night?,Sara Kays,1nYzjrdVQ8RpF93M0jPFW7,0.679,0.61,7,-10.936,0,0.0305,0.585,9.51e-05,0.156,0.554,123.978
4521,Lasting Lover,Sigala,0DmAvNCAK08oCi7miSZUIY,0.676,0.786,1,-4.529,1,0.0478,0.197,0.0,0.0943,0.483,125.983
4522,Get Up I Feel Like Being A Sex Machine - Pt. 1 / Single Version,James Brown,6Bne501HS96nEeNq8Gn87R,0.841,0.655,8,-8.15,1,0.239,0.208,3.05e-06,0.291,0.865,108.442
4523,motive (with Doja Cat),Ariana Grande,5VipERQ1ofCowecoFg2MVU,0.789,0.742,10,-5.664,0,0.0652,0.0681,0.0,0.166,0.661,116.965
4524,Over And Over Again,Nathan Sykes,2wl3uqueM4IEY86fWq0iTh,0.463,0.245,8,-9.438,1,0.0387,0.957,0.0,0.089,0.395,129.415
4525,We're Good,Dua Lipa,1diS6nkxMQc3wwC4G1j0bh,0.722,0.588,6,-5.932,1,0.0544,0.0319,0.0,0.183,0.59,134.01
4526,Electricity (with Dua Lipa),Silk City,5N4erncE7kuUccm7zEmwzk,0.588,0.67,0,-6.439,1,0.0473,0.0104,3.33e-06,0.338,0.505,118.159
4527,Sweater Weather,The Neighbourhood,2QjOHCTQ1Jl3zawyYOpxh6,0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053
4528,Bang My Head (feat. Sia & Fetty Wap),David Guetta,53Y0kdCa1CZ9gRqEuknfwy,0.599,0.869,0,-3.697,1,0.0789,0.0525,0.00719,0.103,0.593,108.061
4529,Walking On Sunshine,Katrina & The Waves,05wIrZSwuaVWhcv5FfqeH0,0.596,0.869,10,-11.97,1,0.037,0.0116,0.173,0.0678,0.944,109.902
4530,It's Not Unusual,Tom Jones,3TlIt0ReIxPsVZcOEivT5U,0.476,0.722,0,-10.017,1,0.0646,0.598,0.0,0.184,0.909,92.966
4531,Man! I Feel Like A Woman!,Shania Twain,6sxptembJVty4sNtcPMAVz,0.657,0.639,10,-7.527,1,0.0412,0.581,0.0,0.278,0.674,124.882
4532,Fuck You,Lily Allen,6ylAVPbjRQoNY0khgh63Jf,0.775,0.904,1,-4.08,0,0.0437,0.0271,0.000303,0.06,0.84,130.009
4533,Hold On,Justin Bieber,4u4NyuceXP7Uzh7XFJKCr1,0.658,0.634,1,-5.797,0,0.0413,0.0106,0.0,0.132,0.29,139.98
4534,If You Could See Me Now,The Script,6EzSy7WxNCazx3csu7lxdV,0.602,0.758,0,-6.864,1,0.0399,0.00569,0.0,0.145,0.368,100.017
4535,"Relax, Take It Easy",MIKA,0KM2y796j63t5RHhvRUxld,0.694,0.694,6,-8.21,0,0.0328,0.058,0.0126,0.129,0.608,121.876
4536,Popular Song,MIKA,0xFomAiFsu5qCnLM0hu0UR,0.644,0.84,8,-4.808,1,0.0418,0.162,0.0,0.0599,0.841,99.036
4537,Your Love (9PM),ATB,5YaskwnGDZFDRipaqzbwQx,0.669,0.784,7,-5.603,1,0.112,0.194,6.28e-06,0.115,0.517,125.993
4538,Ode to the Bouncer,Studio Killers,4ZMrs7Zg8PJfAQjxFzzKPq,0.638,0.973,11,-3.345,1,0.0529,0.0468,0.000303,0.0708,0.864,122.998
4539,Call On Me - Radio Edit,Eric Prydz,54gZfN0pyw54mguT2g45Gz,0.603,0.822,10,-6.582,1,0.386,0.00281,0.000736,0.831,0.452,126.308
4540,Walking On A Dream,Empire of the Sun,02auPKvgJKvWe9LmNwPLLl,0.858,0.614,5,-8.175,0,0.0474,0.275,0.0,0.0632,0.732,126.966
4541,A Night Like This,Caro Emerald,3q5B9rKlkFAZA5ZxIlmfwT,0.859,0.66,1,-7.637,1,0.0425,0.456,0.0,0.101,0.96,122.972
4542,Get The Party Started - Radio Mix,P!nk,2nBcR77K8NQTYWs9IXmVI4,0.776,0.852,11,-6.662,0,0.0418,0.00113,0.0,0.146,0.969,128.94
4543,Dance With Somebody - Radio Version,Mando Diao,5JtvWVc4sG9EDVRiDFzkNT,0.533,0.805,9,-7.987,1,0.0649,0.000455,1.03e-05,0.141,0.61,150.102
4544,My Head & My Heart,Ava Max,1KixkQVDUHggZMU9dUobgm,0.614,0.934,9,-3.709,0,0.07,0.0697,0.0,0.121,0.436,116.001
4545,In And Out Of Love,Armin van Buuren,4mFQNiKZBkxsDosJk1tyqJ,0.526,0.705,5,-6.777,0,0.0301,0.067,6.4e-05,0.125,0.413,134.947
4546,Hotel Room Service,Pitbull,052LOOfWc3CrL6dlJLQYkJ,0.8,0.63,1,-7.982,1,0.194,0.0146,3.58e-06,0.0604,0.892,126.028
4547,Wonder Woman,Leaf,0AbDTI17lL1WnWpHKmdQrc,0.68,0.784,9,-5.385,1,0.0282,0.232,1.4e-05,0.0538,0.707,90.962
4548,Happiness,Alexis Jordan,2zX22RoaGg8KGuNCzSBwBP,0.718,0.768,8,-7.041,1,0.115,0.115,0.0,0.565,0.483,127.949
4549,Hypnotized,Purple Disco Machine,0vWUhCPxpJOJR5urYbZypB,0.69,0.813,11,-5.084,0,0.0997,0.0968,0.000324,0.109,0.704,108.078
4550,Bailando - Spanish Version,Enrique Iglesias,5M830cD7MNeiiwIGHzH9TV,0.718,0.792,7,-3.519,1,0.105,0.0467,3.65e-06,0.0399,0.96,90.949
4551,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,4iJyoBOLtHqaGxP12qzhQI,0.677,0.696,0,-6.181,1,0.119,0.321,0.0,0.42,0.464,90.03
4552,Youth (feat. Khalid),Shawn Mendes,1h0yImRPIVAjhhHeNVlTuC,0.534,0.596,6,-6.653,0,0.117,0.56,0.0,0.133,0.324,100.121
4553,As I Am (feat. Khalid),Justin Bieber,6F2r4HgpJnvKDmkN6JEN6J,0.595,0.543,11,-8.149,1,0.038,0.127,0.0,0.0975,0.109,99.928
4554,Off My Face,Justin Bieber,3T03rPwlL8NVk1yIaxeD8U,0.509,0.228,4,-8.68,1,0.0332,0.92,0.0,0.104,0.586,90.674
4555,Holy (feat. Chance The Rapper),Justin Bieber,6Xgq7MvZiet0hVi3KaDSgJ,0.67,0.693,6,-8.34,1,0.35,0.2,0.0,0.0909,0.388,87.017
4556,Unstable (feat. The Kid LAROI),Justin Bieber,137mSruegm1u6x9NvwiagR,0.495,0.333,4,-10.109,0,0.0288,0.737,0.0,0.112,0.37,99.757
4557,Die For You (feat. Dominic Fike),Justin Bieber,7aely3H8kMj9o0gt6vXHE1,0.728,0.629,1,-6.629,1,0.0318,0.00196,1.94e-06,0.0847,0.71,135.031
4558,Somebody,Justin Bieber,3buwFfY33H32wfZ6X9poV3,0.551,0.756,2,-7.679,1,0.045,0.000284,9.48e-05,0.118,0.359,75.991
4559,Ghost,Justin Bieber,6I3mqTwhRpn34SLVafSH7G,0.601,0.741,2,-5.569,1,0.0478,0.185,2.91e-05,0.415,0.441,153.96
4560,Love You Different (feat. BEAM),Justin Bieber,27UcQ6dAvQrgH9C880rCM3,0.759,0.584,8,-6.655,1,0.06,0.0652,1.59e-06,0.16,0.374,127.138
4561,Loved By You (feat. Burna Boy),Justin Bieber,2tB9OFgAHjAds3cqquLlvp,0.79,0.724,1,-6.972,1,0.0852,0.0696,2.33e-06,0.113,0.642,101.04
4562,Anyone,Justin Bieber,2WnAKZefdRHxtBEkRjFOHC,0.685,0.521,2,-8.285,1,0.0345,0.185,3.59e-06,0.111,0.578,115.885
4563,Don't Worry (with Ray Dalton) - Radio Edit,Madcon,63CSozvYUEudPp12679UVF,0.811,0.699,7,-5.211,1,0.114,0.0726,1.38e-06,0.148,0.733,122.987
4564,Floating Through Space,Sia,0XwSUpdrF7nR7hVxbDs7mb,0.575,0.844,6,-4.89,0,0.072,0.00172,0.0,0.114,0.277,104.914
4565,The Way I Are,Timbaland,2bLqfJjuC5syrsgDsZfGmn,0.731,0.807,3,-6.492,0,0.1,0.181,0.751,0.319,0.765,114.759
4566,Ten Feet Tall,Afrojack,2ldAdghnrO34HPcZ0IWfTu,0.523,0.861,0,-3.447,1,0.0644,0.0336,0.0,0.144,0.346,127.049
4567,Heroes,Måns Zelmerlöw,4ciaNqHWA2IzHphZaVRzHI,0.484,0.791,7,-4.27,1,0.0437,0.0743,0.0,0.0491,0.369,124.008
4568,Hero,Afrojack,29p6UW08MXzwj9thWBW3uF,0.713,0.772,2,-5.032,1,0.0313,0.157,0.0,0.153,0.523,125.001
4569,BED,Joel Corry,0siYMEsGrzzzlWLXK5zJfS,0.671,0.782,6,-4.593,1,0.0341,0.0142,0.00221,0.333,0.618,123.989
4570,Coming Home,Diddy - Dirty Money,6Iocm6VMu6bVNYwiDoyQFW,0.392,0.839,7,-1.921,1,0.193,0.158,0.0,0.3,0.232,168.001
4571,Alors on danse - Radio Edit,Stromae,2GYHyAoLWpkxLVa4oYTVko,0.791,0.59,1,-9.206,0,0.0793,0.0994,0.00203,0.065,0.714,119.951
4572,STAY (with Justin Bieber),The Kid LAROI,5HCyWlXZPP0y6Gqq8TgA20,0.591,0.764,1,-5.484,1,0.0483,0.0383,0.0,0.103,0.478,169.928
4573,Love Again,Dua Lipa,4rPkN1FMzQyFNP9cLUGIIB,0.659,0.667,11,-4.668,0,0.0339,0.00173,2.85e-05,0.1,0.468,115.982
4574,One Less Lonely Girl,Justin Bieber,69ghzc538EQSVon2Gm3wrr,0.58,0.75,4,-4.421,1,0.194,0.159,0.0,0.274,0.728,86.938
4575,My Maria,Brooks & Dunn,09qzRI951OVkXGCc33gzcT,0.673,0.842,3,-4.627,1,0.0366,0.06,0.000257,0.178,0.898,125.57
4576,Should've Been A Cowboy,Toby Keith,4EDBgrYqYQ6b50yhJWKsHp,0.579,0.731,7,-5.659,1,0.0323,0.244,0.0,0.297,0.618,133.582
4577,My Heart Skips A Beat,Buck Owens,1jGa3ZVWNhqes22ZoVBfOJ,0.609,0.569,9,-6.359,1,0.0371,0.285,0.0,0.0586,0.787,86.583
4578,Don't Rock the Jukebox,Alan Jackson,3oyByfBYegVEDwYyqx9pRd,0.641,0.637,7,-10.92,1,0.0262,0.0495,0.000138,0.267,0.793,147.502
4579,I Swear,John Michael Montgomery,7wIaLkbQzG6HMnE28etnif,0.628,0.496,1,-7.103,1,0.0233,0.242,1.2e-05,0.147,0.266,85.523
4580,Don't It Make My Brown Eyes Blue,Crystal Gayle,7Jpclr7tZ6aQXjoKzWXUJV,0.736,0.321,6,-13.474,1,0.0444,0.799,0.00897,0.0619,0.342,84.928
4581,The Gambler,Kenny Rogers,5KqldkCunQ2rWxruMEtGh0,0.671,0.501,4,-13.119,1,0.0594,0.342,0.0,0.194,0.86,87.04
4582,19 Somethin' - Greatest Hits Version,Mark Wills,0ElpjZyX8YBiXuYcDC1Ci9,0.58,0.816,4,-5.165,1,0.0726,0.132,0.0,0.0776,0.814,89.938
4583,Teddy Bear,Red Sovine,7wGVwtR6rmGxoU0j261yKj,0.592,0.541,1,-10.53,1,0.332,0.783,0.0,0.0706,0.701,109.625
4584,"Luckenbach, Texas (Back to the Basics of Love)",Waylon Jennings,6ANPIv5r3vdWntrmFa6H6M,0.684,0.45,7,-10.422,1,0.0332,0.704,0.00191,0.243,0.639,102.902
4585,Watching You,Rodney Atkins,5OusUgzHz6Ulb3GZT7WUo5,0.625,0.848,2,-4.008,1,0.0314,0.105,0.0,0.23,0.716,137.993
4586,Rose Garden,Lynn Anderson,5YwgJ6lpZ3SiAQwBEpjqey,0.589,0.501,0,-11.665,1,0.031,0.168,0.0,0.0741,0.969,131.064
4587,When I Call Your Name,Vince Gill,5g12xHasIIOu6rNGQ933qT,0.506,0.11,5,-17.615,1,0.0307,0.35,0.00144,0.139,0.208,70.554
4588,Ain't Nothing 'Bout You,Brooks & Dunn,6CkydK3NOAMScIhViRzXoB,0.325,0.887,0,-4.199,1,0.0569,0.144,1.35e-06,0.431,0.705,202.339
4589,Daddy Sang Bass,Johnny Cash,15TITugVC8RrpLctHXOqT8,0.681,0.638,4,-7.818,1,0.0367,0.699,0.000629,0.0581,0.677,96.882
